Time,Count
0.2,0.037847033103364805
0.2,0.037847033103364805
0.3,0.06225017398934883
0.3,0.06225017398934883
0.4,0.07848300199709514
0.4,0.07848300199709514
0.5,0.097716200677802
0.5,0.097716200677802
0.6,0.12090425290486564
0.6,0.12090425290486564
0.7,0.13112196653352698
0.7,0.13112196653352698
0.8,0.2167774903171145
0.8,0.2167774903171145
0.9,0.21863331366497213
0.9,0.21863331366497213
1.0,0.22120816690873882
1.0,0.22120816690873882
1.1,0.22244330216654565
1.1,0.22244330216654565
1.2,0.22461079339143064
1.2,0.22461079339143064
1.3,0.2483471011861535
1.3,0.2483471011861535
1.4,0.24906423989348825
1.4,0.24906423989348825
1.5,0.24903152233115466
1.5,0.24903152233115466
1.6,0.2478014932824982
1.6,0.2478014932824982
1.7,0.24581290849673204
1.7,0.24581290849673204
1.8,0.25521117011619465
1.8,0.25521117011619465
1.9,0.2512391067538126
1.9,0.2512391067538126
2.0,0.24253510045993704
2.0,0.24253510045993704
2.1,0.2167400447833454
2.1,0.2167400447833454
2.2,0.20683399903171146
2.2,0.20683399903171146
2.3,0.20007337811667877
2.3,0.20007337811667877
2.4,0.19377458545146453
2.4,0.19377458545146453
2.5,0.1962170554950375
2.5,0.1962170554950375
2.6,0.19640277021302346
2.6,0.19640277021302346
2.7,0.20089585602759621
2.7,0.20089585602759621
2.8,0.22711094468651657
2.8,0.22711094468651657
2.9,0.23049806342290002
2.9,0.23049806342290002
3.0,0.2301665380658436
3.0,0.2301665380658436
3.1,0.23306005658436216
3.1,0.23306005658436216
3.2,0.23345493675865406
3.2,0.23345493675865406
3.3,0.2398235142822561
3.3,0.2398235142822561
3.4,0.24467687152021303
3.4,0.24467687152021303
3.5,0.24984700284434763
3.5,0.24984700284434763
3.6,0.2535718878600823
3.6,0.2535718878600823
3.7,0.26835228304284675
3.7,0.26835228304284675
3.8,0.2928938589324619
3.8,0.2928938589324619
3.9,0.29321914336722343
3.9,0.29321914336722343
4.0,0.28200609719196323
4.0,0.28200609719196323
4.1,0.28107582153231664
4.1,0.28107582153231664
4.2,0.2809852335996127
4.2,0.2809852335996127
4.3,0.28433396120793997
4.3,0.28433396120793997
4.4,0.2847428361776809
4.4,0.2847428361776809
4.5,0.28593239379084967
4.5,0.28593239379084967
4.6,0.28748978758169935
4.6,0.28748978758169935
4.7,0.286276968349068
4.7,0.286276968349068
4.8,0.29260280501089325
4.8,0.29260280501089325
4.9,0.2992843742435246
4.9,0.2992843742435246
5.0,0.295888177801985
5.0,0.295888177801985
5.1,0.28540286099007506
5.1,0.28540286099007506
5.2,0.27901972131445174
5.2,0.27901972131445174
5.3,0.2724550275357056
5.3,0.2724550275357056
5.4,0.26217679587267007
5.4,0.26217679587267007
5.5,0.25021824316146213
5.5,0.25021824316146213
5.6,0.24128805071411283
5.6,0.24128805071411283
5.7,0.2307267081215202
5.7,0.2307267081215202
5.8,0.2472753646211571
5.8,0.2472753646211571
5.9,0.2377469892277899
5.9,0.2377469892277899
6.0,0.22855808218349066
6.0,0.22855808218349066
6.1,0.2362234477124183
6.1,0.2362234477124183
6.2,0.2302401053013798
6.2,0.2302401053013798
6.3,0.20807140371580732
6.3,0.20807140371580732
6.4,0.20033757716049383
6.4,0.20033757716049383
6.5,0.19970005749213268
6.5,0.19970005749213268
6.6,0.20562893367223434
6.6,0.20562893367223434
6.7,0.21114798928830789
6.7,0.21114798928830789
6.8,0.23299159555797624
6.8,0.23299159555797624
6.9,0.23826139251997094
6.9,0.23826139251997094
7.0,0.24013896453643188
7.0,0.24013896453643188
7.1,0.24507250816993464
7.1,0.24507250816993464
7.2,0.24602699104333092
7.2,0.24602699104333092
7.3,0.26577553861050596
7.3,0.26577553861050596
7.4,0.2655200390341322
7.4,0.2655200390341322
7.5,0.2687486761679981
7.5,0.2687486761679981
7.6,0.27373782074558217
7.6,0.27373782074558217
7.7,0.2849113410796417
7.7,0.2849113410796417
7.8,0.31182957365044783
7.8,0.31182957365044783
7.9,0.33341200677801985
7.9,0.33341200677801985
8.0,0.3664124909222949
8.0,0.3664124909222949
8.1,0.40885265371580726
8.1,0.40885265371580726
8.2,0.4348319111595255
8.2,0.4348319111595255
8.3,0.44101723251028807
8.3,0.44101723251028807
8.4,0.389622859174534
8.4,0.389622859174534
8.5,0.3479915577342048
8.5,0.3479915577342048
8.6,0.31998513525780686
8.6,0.31998513525780686
8.7,0.30343345285645124
8.7,0.30343345285645124
8.8,0.27445760711692085
8.8,0.27445760711692085
8.9,0.2696252420721375
8.9,0.2696252420721375
9.0,0.261897278201404
9.0,0.261897278201404
9.1,0.25925698983297024
9.1,0.25925698983297024
9.2,0.2557698272210119
9.2,0.2557698272210119
9.3,0.25568358902202853
9.3,0.25568358902202853
9.4,0.25831479968530624
9.4,0.25831479968530624
9.5,0.25758480089566693
9.5,0.25758480089566693
9.6,0.2616115196078431
9.6,0.2616115196078431
9.7,0.26875397149600583
9.7,0.26875397149600583
9.8,0.30271442296054224
9.8,0.30271442296054224
9.9,0.3015772512708787
9.9,0.3015772512708787
10.0,0.30539272421931735
10.0,0.30539272421931735
10.1,0.30868263586298716
10.1,0.30868263586298716
10.2,0.3131358175986444
10.2,0.3131358175986444
10.3,0.31847445382473977
10.3,0.31847445382473977
10.4,0.321919632050351
10.4,0.321919632050351
10.5,0.3246228969983055
10.5,0.3246228969983055
10.6,0.3266126164972162
10.6,0.3266126164972162
10.7,0.3270668799927378
10.7,0.3270668799927378
10.8,0.3570565919268942
10.8,0.3570565919268942
10.9,0.3684812621036069
10.9,0.3684812621036069
11.0,0.3389151764100702
