Time,Count
0.2,0.08768174322198015
0.3,0.09768953491890583
0.4,0.11070431644880174
0.5,0.12755480664488017
0.6,0.13439599219317355
0.7,0.14046746399176954
0.8,0.1428757035221496
0.9,0.14523912188332122
1.0,0.1459337554466231
1.1,0.1721811834301622
1.2,0.17257700919874122
1.3,0.19080560850883563
1.4,0.18974521907528444
1.5,0.1894271211571048
1.6,0.18866062242798354
1.7,0.18806754569111594
1.8,0.1868371384047446
1.9,0.18688630930767366
2.0,0.18651487987170176
2.1,0.18095289427499395
2.2,0.18032766733236505
2.3,0.18060378086419754
2.4,0.18057957365044783
2.5,0.1844718288549988
2.6,0.18415335269910432
2.7,0.1836574830549504
2.8,0.1832932401355604
2.9,0.18302941932946018
3.0,0.18286564239893488
3.1,0.1838456563180828
3.2,0.18296322772936335
3.3,0.184198741224885
3.4,0.1833009940087146
3.5,0.18319565480513192
3.6,0.1833407089687727
3.7,0.18908462690631808
3.8,0.18803331517792302
3.9,0.18739787581699346
4.0,0.18717925441781652
4.1,0.18374844922536918
4.2,0.18199115680222708
4.3,0.18097237351730816
4.4,0.18165584906802226
4.5,0.18107033708545148
4.6,0.18065616678770272
4.7,0.18058959694989107
4.8,0.18047215413943354
4.9,0.1834248668603244
5.0,0.18292824074074074
5.1,0.1809475989469862
5.2,0.1801903670418785
5.3,0.18015821683611716
5.4,0.18027225550714113
5.5,0.18031026839748246
5.6,0.18017145515613653
5.7,0.1803350429678044
5.8,0.1801449785160978
5.9,0.18014384380295329
6.0,0.18036095225127088
6.1,0.1863660433309126
6.2,0.1857213371459695
6.3,0.18558214566690875
6.4,0.1844504584241104
6.5,0.1841654563059792
6.6,0.1840493373275236
6.7,0.1837594181190995
6.8,0.18326184640522875
6.9,0.18315820927136287
7.0,0.18295169147906076
7.1,0.18064841291454856
7.2,0.18112972040668118
7.3,0.18647611050593077
7.4,0.18721575435729848
7.5,0.18581495098039216
7.6,0.18582081366497216
7.7,0.18506622942386833
7.8,0.18478917029774874
7.9,0.184413769365771
8.0,0.18392849037763254
8.1,0.18252012224642944
8.2,0.18111875151295087
8.3,0.1808672234325829
8.4,0.18076169511014284
8.5,0.18554375453885258
8.6,0.18517591836117162
8.7,0.1847471859114016
8.8,0.1845894607843137
8.9,0.18452686244250788
9.0,0.18432998971193415
9.1,0.19431584362139917
9.2,0.19282256112321472
9.3,0.19025130113773905
9.4,0.18918145576131687
9.5,0.1894783723674655
9.6,0.18908008805374002
9.7,0.19562114197530864
9.8,0.1913162294238683
9.9,0.1919938422900024
10.0,0.1907927484265311
10.1,0.18294942205277173
10.2,0.18285675381263616
10.3,0.18314459271362868
10.4,0.18270791727184701
10.5,0.1831005280198499
10.6,0.18275879024449285
10.7,0.18296133654078917
10.8,0.18287888071895425
10.9,0.1862090746792544
11.0,0.1857669147906076
11.1,0.18460723795691117
11.2,0.18419647179859597
11.3,0.18537279109174534
11.4,0.1840578476761075
11.5,0.18352699104333092
11.6,0.1830547612563544
11.7,0.18343318809005082
11.8,0.18310374304042604
11.9,0.18317163671023967
12.0,0.1833806130476882
12.1,0.18875158859840233
12.2,0.18722142792302107
12.3,0.18661813876785283
12.4,0.1865627269426289
12.5,0.18599537037037037
12.6,0.1850649055918664
12.7,0.18438237563543936
12.8,0.18408318960300168
